TabularQ,DQN,REINFORCE
2.5446403645627163,0.144369052623466,1.9806378178690927
-2.7243894094148766,0.05943494560912281,-0.7395014748972779
-5.193930670469897,3.401040059721857,0.588992706901112
0.27450598936697684,12.188680210972887,3.725974165651669
-1.5385562228021141,3.4415719674506313,-0.08073850962317386
1.8683072763230832,13.531036035551224,0.6292455845005605
-4.342091076933683,3.64594832489123,1.0174200746159654
5.307133062652891,2.152767599624387,0.9004990740057507
0.06085554072730018,1.6374542838274748,1.7230234507517914
1.228113114135622,1.6987402826890345,0.36155209672422206
1.0674865014564756,12.188680210972887,-0.42192658206768946
-2.2588109646958565,12.188680210972887,-2.745764195552744
3.084753601174038,1.4264683102629172,1.4610539918677177
-0.12097150938380397,0.06085554072730037,1.5618768103867802
2.02835775430121,12.188680210972887,1.0892313032783218
2.8394863268674255,12.188680210972887,-0.3247960124963081
1.2798256536642618,12.188680210972887,2.109814057857673
1.5266274244124063,0.187864964473036,-0.2442761068262923
0.47571251758868566,0.06589323420864096,1.6917583047218185
1.0894043380817555,12.188680210972887,0.9721561291380678
