episode,reward
1,2.320746901169658
2,1.215153906848045
3,2.3373038041059253
4,1.2267206636574384
5,1.4987437542541446
6,0.26306224923444044
7,1.2262104421953923
8,2.1534771586489807
9,2.375782843328438
10,2.4765917359764065
11,0.8469831559187556
12,1.8045048438484064
13,1.6740624175200032
14,1.554162962962963
15,0.9506981665477825
16,0.42390778437183685
17,1.554162962962963
18,2.2159999999999997
19,0.26306224923444044
20,1.2012269073998003
21,1.4987437542541446
22,2.1593634198637197
23,2.227255811957913
24,1.5283063531047096
25,1.203577210776777
26,2.1429780022929137
27,1.2088951713648772
28,0.9435660459512067
29,2.1429780022929137
30,1.215153906848045
31,2.498407657006345
32,2.1593634198637197
33,1.206127760346724
34,1.5796886024313261
35,1.492743937831118
36,1.2216029468352865
37,0.2148625303847396
38,2.148025968915331
39,1.5136161619342525
40,2.5049794300085146
41,0.4559711232301751
42,2.1725812063283034
43,2.3218400768736567
44,2.1383037232101576
45,2.1113407110012004
46,1.8045048438484064
47,1.4945369999231546
48,0.93017843310597
49,1.4911476626760503
50,2.2059407407407408
51,0.13497402986500975
52,2.1534771586489807
53,1.8118342059283974
54,1.2088951713648772
55,1.3113056819249715
56,0.6788246668621599
57,2.4923166562710932
58,2.1657190934357566
59,0.9272579664802183
60,1.6513827060324924
61,2.394984674255044
62,2.391005049338447
63,1.3585495834274484
64,1.26
65,1.9556574633667396
66,2.133941329656918
67,1.8204019482262357
68,1.8360352730425238
69,3.1722115822127064
70,0.5951448125039924
71,2.4679362669112868
72,0.12816791087494764
73,2.196621234567901
74,2.06177323492164
75,1.5469175308641976
76,2.179989680109739
77,0.5906116161140069
78,2.597869941585321
79,1.5469175308641976
80,2.095508773223939
81,2.381073457019136
82,1.2186856635768883
83,2.1299686603842214
84,1.8634360493827158
85,2.5049794300085146
86,2.092405591479451
87,1.8252133269582833
88,2.742889178933797
89,1.2005654079584622
90,1.8204019482262357
91,3.038289312398219
92,0.01427765841346339
93,1.554162962962963
94,2.4720991435867026
95,2.163714719426976
96,1.5402196543209876
97,0.9469838118628259
98,0.4238983869062495
99,2.3221112594302777
100,2.258537695675319
101,1.938592035808608
102,1.981679883427094
103,1.4113267449731208
104,2.4765917359764065
105,1.8086179172903918
106,-0.9555706177904073
107,2.160268748612105
108,2.1339757420689858
109,1.0457316577236713
110,1.4502105852504024
111,2.247049982897934
112,2.3265443559326395
113,2.343335789005766
114,2.2159999999999997
115,1.5469175308641976
116,0.4676902584918181
117,1.26
118,1.855770271604938
119,1.8304140763855914
120,1.8634360493827158
121,1.5249803134924083
122,1.523018119315958
123,1.2088951713648772
124,1.8045048438484064
125,1.5402196543209876
126,1.8806666666666665
127,2.4679362669112868
128,2.3322535760752645
129,1.5619999999999998
130,1.5340285278463648
131,1.842110446383173
132,1.2012269073998003
133,1.2360479517146779
134,2.4923166562710932
135,-0.33705842267665115
136,0.9591184197530865
137,0.9506981665477825
138,0.6745103501882459
139,1.3184899122281386
140,2.6542219620326506
141,2.0833821056084507
142,1.2413357037037038
143,2.331918914463859
144,0.9452671055943037
145,4.2776061419379605
146,1.8118342059283974
147,4.051502812203559
148,1.2470656790123458
149,1.3271868105123668
150,1.8045048438484064
151,3.116961507053007
152,1.6619626699537264
153,1.2406129555152257
154,2.4765917359764065
155,1.2186856635768883
156,1.2360479517146779
157,0.9506981665477825
158,1.502031355313304
159,1.5619999999999998
160,1.2186856635768883
161,1.509444594203807
162,0.19980568308666602
163,2.1657190934357566
164,1.8204019482262357
165,1.2470656790123458
166,2.1593634198637197
167,1.8806666666666665
168,0.8587748318186416
169,0.6726228034680233
170,1.5340285278463648
171,1.4016880297116232
172,2.1383037232101576
173,2.4814399071585846
174,-1.9851633071845454
175,2.051832534821222
176,1.3465623599041436
177,1.5340285278463648
178,2.3669247607663477
179,1.5055909414510467
180,1.5402196543209876
181,2.2730381277647935
182,1.5330779383637758
183,1.9499768456350082
184,1.509444594203807
185,2.126258927033415
186,1.4443187942714422
187,2.347801793111466
188,2.498407657006345
189,1.8118342059283974
190,1.8159511385386466
191,1.2266676322560586
192,0.826554887766179
193,1.206127760346724
194,2.179989680109739
195,0.815287503235886
196,2.516751341952892
197,1.8717185185185183
198,2.6486789287301784
199,0.9506981665477825
200,1.8118342059283974
201,1.8252133269582833
202,1.8478109810326342
203,1.855770271604938
204,0.2021277404629847
205,2.486671532713847
206,1.8080264148282317
207,2.196193273425861
208,1.842110446383173
209,2.1383037232101576
210,0.9544135220999849
211,1.5340285278463648
212,2.2059407407407408
213,2.384536618607423
214,1.2012269073998003
215,1.8369125190432987
216,1.51813139957413
217,2.492565471153335
218,2.2059407407407408
219,2.320780934598806
220,2.3371828304275324
221,1.8802116926627674
222,2.1652732765265794
223,2.148301953741252
224,0.38817968632594196
225,1.8045048438484064
