episode,reward
1,0.005176450897925178
2,1.8316229450819703
3,1.4772418911817429
4,1.5512357441279598
5,1.7055061605672872
6,2.165496298631628
7,1.4573580145823901
8,-1.0029335770256538
9,-1.4860293280792545
10,1.7179630654497953
11,-0.08443932966366607
12,2.751430459536672
13,-1.9947807354213496
14,1.4613192737681024
15,-0.07066565888128196
16,-1.9386157210838504
17,0.4090605117065609
18,0.6392300685125277
19,3.2551295838467267
20,-1.2038694179526497
21,2.6866587091969505
22,-1.0652543342202332
23,-1.1816175305335321
24,1.7796078535335775
25,0.9484952259543318
26,0.9554691929561512
27,1.0231249017994324
28,3.271509325583281
29,1.4901965780872348
30,1.900280951337877
31,3.27040937651363
32,-0.30779609050207624
33,0.12863771449726824
34,0.500932589865523
35,0.8679044251634331
36,-0.5361651467870489
37,0.19336643702013223
38,-0.7402730049876247
39,2.263309592745435
40,-1.2028825561182261
41,3.4339325052006915
42,0.3013961183592977
43,-0.08439855617813208
44,0.5659760561385715
45,0.1962076377501324
46,1.271927149108634
47,3.5510359238090157
48,2.362314058895415
49,2.0218198529614826
50,-0.17987214380716132
51,1.3293618267836291
52,1.1817539926083847
53,0.5339034771406177
54,0.5219633182779162
55,1.0301970237638838
56,4.47376825919652
57,2.716773459856509
58,1.747636872127178
59,2.616794497550959
60,0.8316855124184773
61,2.5885602877827703
62,0.7058846817364325
63,2.5247309784925562
64,3.1591761716927675
65,1.1244469039121339
66,-0.29567121287933706
67,1.5477470372637419
68,1.677183691042806
69,1.7605667095331163
70,0.7532003352378928
71,2.031085978663973
72,4.599167930024505
73,0.8603998529077603
74,0.4946812682658775
75,2.8671510745835143
76,2.4766605806098987
77,0.8191943041708522
78,1.3243887162593486
79,4.563895251808956
80,1.8267905748941293
81,0.9636941754652002
82,0.5985621023005184
83,3.7697724876441505
84,2.909659784613459
85,2.6244495200229605
86,0.9561010923089426
87,2.719257425591156
88,2.547451822672703
89,1.6638499245874954
90,0.10931925085810512
91,0.9110929208629885
92,1.2677609029328942
93,4.346729129226807
94,1.9850465403220805
95,0.4766957540823704
96,2.662364628463222
97,-1.339793798235822
98,2.606875885874033
99,2.1419378463242977
100,0.3023677290665814
101,1.4662466738040525
102,0.14575411075392972
103,1.7829291536274794
104,0.18861969127896694
105,1.9556945290367251
106,0.1437463285044915
107,-0.21123847249555483
108,-0.47180304044952937
109,-2.7009892059595533
110,2.7815342628488295
111,-0.16786569150760977
112,-2.918834188348649
113,-0.19081551029930333
114,0.6471207442243985
115,-0.8363455813748083
116,-0.14171257579385566
117,1.2387555555555556
118,2.6092010700873773
119,1.9925419496261778
120,1.1902946565394057
121,-0.4590871686994893
122,3.069546174392552
123,1.2316052094920396
124,1.0530487754896898
125,0.21354244570030945
126,2.187304121063635
127,1.6178179906084078
128,1.519881669898619
129,1.641047148026491
130,0.7605624243926032
131,2.8589466380881348
132,2.5873144334129337
133,1.640414540501054
134,0.28544323450180675
135,1.789694086620441
136,1.8826666666666667
137,7.311399150191532
138,4.3539820817448485
139,6.297360762123509
140,2.6781958245295288
141,8.746466911125346
142,3.182273379084111
143,-1.2261362572954955
144,4.0046391818358105
145,2.318619168840129
146,1.412473956792682
147,3.945359424933737
148,1.9749445925925928
149,5.399999999999999
150,2.168333087572501
151,2.444305217251835
152,-0.37369650734325355
153,-0.1716849497016777
154,4.066417013478877
155,1.5665404409250756
156,4.767332718377366
157,2.808598608562885
158,1.3835894195984637
159,4.808269816411719
160,0.20062259318265294
161,3.8135343997207243
162,1.214462863389765
163,4.60482909599014
164,3.255250153884597
165,3.838318065389559
166,2.9572204159932136
167,0.996010020239317
168,4.1316592017149345
169,2.1632274790597936
170,5.736543594378468
171,3.9226799958533953
172,3.6903664482985263
173,2.4717847879047667
174,2.673081393832509
175,0.42772806497979243
176,4.102666666666668
177,2.8667635570459558
178,2.4690652130057287
179,0.8085615137612433
180,1.4398017696287342
181,5.118721900991152
182,1.9647486183184273
183,1.8639870357242703
184,2.6358878067414713
185,0.2028188350191078
186,2.925725303021837
187,2.568634468375701
188,0.7651937854437862
189,0.20140511351094686
190,0.7781443102534791
191,0.3841030632985002
192,4.973361020374675
193,0.22942445607898598
194,-0.8480440860713395
195,2.0695354700644035
196,1.9447781245312288
197,4.7440854025236305
198,2.889585801544609
199,0.421399394730662
200,2.817206845336818
201,3.1961074070004916
202,2.4476868447155913
203,5.188858583470435
204,1.6142861885622413
205,4.891557327609851
206,5.308464979034133
207,2.6698721836018042
208,2.326344758521927
209,3.1528430756928705
210,3.153301374389664
211,2.019626074074074
212,1.7736461834556554
213,3.028742920991362
214,0.28409094301182036
215,4.124073130864029
216,4.870083814913312
217,0.9124731666016394
218,2.909465240872788
219,2.0760041810038325
220,1.2616718692692328
221,3.989650478529494
222,2.047865759362182
223,3.725226234400719
224,4.804678785851492
225,3.696401846886846
226,2.9927518461289626
227,5.382067977813885
228,5.399999999999999
229,2.5206896341039866
230,5.390277925925925
231,4.871946944549977
232,2.879678227252426
233,2.0181995554362984
234,4.047271894985028
235,2.661364884708603
236,4.385297777777778
237,0.8277681721590187
238,5.132828771028805
239,4.649652603631813
240,3.551527344411181
241,5.106832362164085
242,1.042547807624208
243,4.186995530516811
244,5.390277925925925
245,6.896620699144808
246,4.682318388454407
247,4.016502957388178
248,1.6152974377912155
249,5.384828771028806
250,4.303045016307978
251,4.412765457596198
252,1.512808593928103
253,4.734891270947778
254,5.009561838031543
255,4.085369652279885
256,3.4267486183184284
257,5.372344893919091
258,0.13521292403885712
259,4.934348710030412
260,5.57094198862354
261,0.20139008225681518
262,4.496761827461986
263,2.7351919366746196
264,1.3941104360256058
265,2.9647756786326265
266,1.7993333333333335
267,5.147999999999999
268,3.434732322008538
269,4.832980784006397
270,4.889297777777777
271,5.141297777777777
272,4.612955672055715
273,3.2987927308641987
274,4.4046413039713475
275,0.1934466031899611
276,5.399999999999999
277,5.233769863645013
278,2.4075253336020737
279,4.449386885443495
280,2.496519654186538
281,2.044856091921765
282,0.6804977812152149
283,1.6148738787682957
284,3.1707504815799794
285,4.628828771028806
286,1.1746259016536513
287,2.8418921504355437
288,5.39341871828141
289,4.8918520014320475
290,5.387459397530863
291,1.9771338678799206
292,5.882593816928785
293,4.355993290534162
294,0.1985423269400396
295,4.034243417430471
296,3.3385617701382166
297,3.5959116923763457
298,3.956007838565981
299,4.387986224424671
300,5.301293850344749
301,5.619793300418958
302,1.1779337167851818
303,5.382373519626885
304,4.616344893919091
305,3.283863050302233
306,5.399999999999999
307,4.912666666666666
308,0.14377830900706
309,0.0951638872114875
310,4.7800427403912975
311,2.7667504815799795
312,4.504937478745721
313,4.6199469445499775
314,2.262763301321666
315,5.619793300418958
316,6.112113779033907
317,3.8815101234567897
318,5.377943154874975
319,4.626373519626886
320,5.044336383498967
321,4.871946944549977
322,3.1178764616832195
323,2.1394804581340594
324,2.678515319621697
325,4.282770321363094
326,5.619793300418958
327,4.821146601310052
328,2.936415413425591
329,6.841395797312999
